customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_sessions,avg_session_minutes,total_usage_minutes,avg_pages_per_session,unique_features_used,total_tickets,avg_resolution_hours,avg_satisfaction,health_score,Churn_Binary,HasPhoneService,HasInternetService,IsSenior,HasPartner,HasDependents,UsesPaperlessBilling,HasTickets,charges_per_tenure,charges_vs_monthly,monthly_charges_deviation,pricing_tier,total_services,has_protection_bundle,has_streaming_bundle,has_tech_support,is_month_to_month,has_long_contract,uses_electronic_check,uses_auto_payment,high_risk_payment,is_new_customer,is_loyal_customer,tenure_segment,revenue_per_tenure_month,avg_session_per_month,avg_usage_per_month,is_low_engagement,is_power_user,feature_adoption_rate,tickets_per_month,has_poor_satisfaction,high_ticket_slow_resolution,support_experience_score,total_risk_factors,risk_level,tenure_x_monthly_charges,services_x_tenure,engagement_x_satisfaction
9763-GRSKD,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,No,20,65.51,1310.23,28.3,6,1.0,21.0,2.0,53.6,0,1,1,0,1,1,1,1,41.96071428571429,11.758406725380304,-10.120642201834855,Medium,1,1,0,0,1,0,0,0,0,0,0,Established (1-2y),41.96071428571429,1.4285714285714286,93.58785714285715,0,0,1.0,0.07142857142857142,1,0,107.0,2,Medium Risk,649.35,13,40.0
7469-LKBCI,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,No,13,64.76,841.91,29.31,5,2.0,55.5,4.5,55.2,0,1,0,0,0,0,0,1,19.223529411764705,17.236286919831223,-43.595625,Low,0,0,0,0,0,1,0,1,0,0,0,Established (1-2y),19.223529411764705,0.7647058823529411,49.52411764705882,0,0,0.8333333333333334,0.11764705882352941,0,0,115.0,1,Low Risk,303.2,0,58.5
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,No,42,54.44,2286.55,29.69,6,3.0,11.33,4.0,87.3,0,1,1,0,1,0,0,1,96.28983050847458,56.607214029493825,30.69179104477611,High,3,1,1,0,0,1,0,1,0,0,1,Veteran (4y+),96.28983050847458,0.711864406779661,38.755084745762716,1,1,1.0,0.05084745762711865,0,0,126.83500000000001,2,Medium Risk,5820.299999999999,174,168.0
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,45,57.62,2592.92,30.4,6,4.0,14.25,2.75,81.6,1,1,1,0,0,0,1,1,100.726,48.561373059492816,30.701515151515153,High,4,1,1,0,1,0,0,1,0,0,1,Veteran (4y+),100.726,0.9,51.8584,0,1,1.0,0.08,1,0,110.375,3,Medium Risk,5081.3,196,123.75
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,No,47,69.26,3254.99,30.36,6,0.0,0.0,5.0,85.1,0,1,1,0,0,0,1,0,103.3096153846154,25.457776514074496,45.85189873417722,High,5,1,1,1,1,0,1,0,1,0,0,Mature (2-4y),103.3096153846154,1.8076923076923077,125.19192307692308,0,1,1.0,0.0,0,0,150.0,2,Medium Risk,2637.5,125,235.0
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,No,21,57.37,1204.8,24.57,6,1.0,4.0,3.0,73.8,0,1,1,0,1,1,0,1,112.78785714285713,69.70819353699451,42.42684210526316,High,6,1,1,1,0,1,0,1,0,0,1,Veteran (4y+),112.78785714285713,0.3,17.21142857142857,0,0,1.0,0.014285714285714285,0,0,125.5,0,Low Risk,7814.25,414,63.0
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,No,14,56.55,791.68,29.64,6,1.0,63.0,3.0,64.8,0,1,0,0,0,0,0,1,19.300943396226415,49.5135527589545,-46.54125,Low,0,0,0,0,0,1,0,0,0,0,1,Veteran (4y+),19.300943396226415,0.2641509433962264,14.937358490566037,0,0,1.0,0.018867924528301886,0,0,102.5,1,Low Risk,1073.8,0,42.0
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No,21,48.82,1025.18,25.81,5,1.0,11.0,5.0,77.3,0,1,1,0,0,1,0,1,102.53125,69.18048917627213,32.964411764705886,High,4,1,1,0,0,1,0,1,0,0,1,Veteran (4y+),102.53125,0.2916666666666667,14.238611111111112,1,0,0.8333333333333334,0.013888888888888888,0,0,142.0,2,Medium Risk,7575.7,284,105.0
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,13,65.71,854.27,29.0,5,2.0,31.0,3.0,47.6,1,1,1,0,1,1,0,1,48.03181818181818,9.569824307190727,-3.624568965517234,Medium,2,1,0,1,1,0,0,1,0,0,0,Growing (6-12m),48.03181818181818,1.1818181818181819,77.66090909090909,0,0,0.8333333333333334,0.18181818181818182,0,0,109.5,1,Low Risk,552.0,20,39.0
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No,33,58.68,1936.46,29.76,6,0.0,0.0,5.0,75.6,0,1,1,0,0,0,1,0,84.67727272727274,20.685098823006886,23.96111111111111,High,3,1,1,0,1,0,1,0,1,0,0,Established (1-2y),84.67727272727274,1.5,88.02090909090909,0,0,1.0,0.0,0,0,150.0,3,Medium Risk,1891.05,63,165.0
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,Yes,6,53.34,320.04,26.0,6,4.0,22.75,2.25,42.9,1,0,1,1,0,0,1,1,19.825,0.9997478567826525,-10.835807504078304,Medium,2,1,1,0,1,0,1,0,1,1,0,New (0-6m),19.825,3.0,160.02,1,0,1.0,2.0,1,0,101.125,4,High Risk,39.65,2,13.5
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No,16,42.58,681.26,26.38,6,1.0,29.0,4.0,58.9,0,1,0,0,1,0,0,1,15.557692307692308,10.209490156486622,-37.03632478632478,Low,0,0,0,0,0,1,0,1,0,0,0,Growing (6-12m),15.557692307692308,1.2307692307692308,52.40461538461538,1,0,1.0,0.07692307692307693,0,0,123.0,2,Medium Risk,237.60000000000002,0,64.0
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,9,51.12,460.09,34.44,4,8.0,25.75,3.62,40.2,1,1,0,0,0,0,0,1,10.075,0.9995039682539681,-30.335807504078304,Low,0,0,0,0,1,0,0,0,0,1,0,New (0-6m),10.075,4.5,230.045,1,0,0.6666666666666666,4.0,0,0,103.325,3,Medium Risk,20.15,0,32.58
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,34,61.43,2088.77,30.47,6,2.0,61.5,3.5,80.5,0,1,1,0,1,0,1,1,59.40847457627118,58.506092472041395,-9.758208955223886,Medium,2,1,0,1,0,1,0,1,0,0,1,Veteran (4y+),59.40847457627118,0.576271186440678,35.4028813559322,0,0,1.0,0.03389830508474576,0,0,105.0,0,Low Risk,3474.2,116,119.0
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,24,74.42,1786.12,24.96,6,3.0,28.33,4.0,74.0,0,1,1,0,1,1,0,1,59.406000000000006,49.82888777050831,-13.398484848484848,Medium,3,1,0,1,1,0,0,1,0,0,1,Veteran (4y+),59.406000000000006,0.48,35.7224,0,0,1.0,0.06,0,0,118.33500000000001,1,Low Risk,2920.4,147,96.0
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,21,57.77,1213.24,32.9,6,2.0,52.0,2.0,58.9,0,1,1,0,0,0,1,1,49.37419354838709,27.67311516904719,-14.956944444444446,Medium,2,1,0,0,1,0,0,1,0,0,0,Mature (2-4y),49.37419354838709,0.6774193548387096,39.13677419354839,0,0,1.0,0.06451612903225806,1,0,90.0,2,Medium Risk,1659.0,60,42.0
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,40,63.27,2530.62,26.25,6,8.0,31.62,2.88,78.6,1,1,1,0,1,1,1,1,98.940625,47.79740338164251,31.59705882352941,High,3,1,1,0,1,0,1,0,1,0,1,Mature (2-4y),98.940625,0.8333333333333334,52.72125,0,1,1.0,0.16666666666666666,1,1,92.99,4,High Risk,4669.45,141,115.19999999999999
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,19,72.66,1380.55,34.26,5,2.0,17.5,1.0,40.7,1,0,1,0,1,1,0,1,15.1,0.9996689837802052,-20.285807504078303,Low,1,1,0,0,1,0,1,0,1,1,0,New (0-6m),15.1,9.5,690.275,0,0,0.8333333333333334,1.0,1,0,96.25,3,Medium Risk,30.2,1,19.0
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,22,45.93,1010.47,31.18,6,0.0,0.0,5.0,83.2,0,1,1,0,1,0,1,0,87.2527397260274,70.56780412142699,9.554143646408832,High,6,1,1,1,0,1,0,1,0,0,1,Veteran (4y+),87.2527397260274,0.3013698630136986,13.842054794520548,1,0,1.0,0.0,0,0,150.0,1,Low Risk,6498.0,432,110.0
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,42,51.99,2183.39,27.67,6,4.0,21.5,2.5,69.9,1,1,1,0,0,1,1,1,60.727777777777774,16.892288672539017,2.0448275862068996,Medium,2,0,1,0,1,0,0,0,0,0,0,Established (1-2y),60.727777777777774,2.3333333333333335,121.29944444444443,1,1,1.0,0.2222222222222222,1,0,104.25,3,Medium Risk,1099.9,34,105.0
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,28,59.74,1672.78,32.21,6,1.0,66.0,5.0,86.5,0,1,1,1,1,0,1,1,93.98541666666667,70.22571606475717,22.614411764705878,High,4,1,0,1,0,1,0,1,0,0,1,Veteran (4y+),93.98541666666667,0.3888888888888889,23.233055555555556,0,0,1.0,0.013888888888888888,0,0,122.5,0,Low Risk,6840.849999999999,284,140.0
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,11,50.58,556.37,29.36,6,2.0,24.5,2.0,45.2,0,1,1,1,1,0,1,1,60.550000000000004,1.901895089519422,38.2936974789916,High,3,1,1,0,1,0,0,1,0,1,0,New (0-6m),60.550000000000004,3.6666666666666665,185.45666666666668,1,0,1.0,0.6666666666666666,1,0,102.75,5,High Risk,191.0,6,22.0
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,49,53.67,2629.77,29.41,6,1.0,39.0,2.0,74.9,0,1,1,0,1,1,0,1,66.94464285714285,28.332073760580407,4.66319444444445,Medium,4,1,0,1,0,1,0,0,0,0,0,Mature (2-4y),66.94464285714285,1.75,93.92035714285714,1,1,1.0,0.03571428571428571,1,0,98.0,2,Medium Risk,1786.0500000000002,108,98.0
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,7,61.38,429.63,34.29,5,0.0,0.0,5.0,49.5,0,1,0,0,0,0,0,0,10.1,0.999505195447798,-30.285807504078303,Low,0,0,0,0,1,0,0,1,0,1,0,New (0-6m),10.1,3.5,214.815,1,0,0.8333333333333334,0.0,0,0,150.0,3,Medium Risk,20.2,0,35.0
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,8,68.97,551.77,23.5,5,3.0,22.67,2.0,38.1,0,1,1,1,0,0,0,1,22.625,0.9997790543526293,-5.235807504078302,Medium,0,0,0,0,1,0,0,1,0,1,0,New (0-6m),22.625,4.0,275.885,1,0,0.8333333333333334,1.5,1,0,101.16499999999999,4,High Risk,45.25,0,16.0
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,39,68.11,2656.45,27.77,6,0.0,0.0,5.0,93.4,0,1,1,0,1,1,0,0,99.33835616438355,72.58232409168251,19.204143646408838,High,4,1,1,1,0,1,0,1,0,0,1,Veteran (4y+),99.33835616438355,0.5342465753424658,36.38972602739726,0,1,1.0,0.0,0,0,150.0,0,Low Risk,7192.8,288,195.0
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,8,61.95,495.57,27.12,4,3.0,38.67,2.67,36.9,1,1,1,0,0,0,1,1,52.81666666666666,4.545976187060679,8.69624060150376,Medium,0,0,0,0,1,0,1,0,1,1,0,New (0-6m),52.81666666666666,1.3333333333333333,82.595,1,0,0.6666666666666666,0.5,1,0,99.865,6,High Risk,348.5,0,21.36
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,37,63.16,2336.82,26.97,6,1.0,13.0,3.0,77.0,0,1,1,0,0,0,1,1,75.49574468085106,47.43082475604866,11.160135135135128,High,1,1,0,0,1,0,0,1,0,0,1,Mature (2-4y),75.49574468085106,0.7872340425531915,49.719574468085106,0,1,1.0,0.02127659574468085,0,0,121.0,2,Medium Risk,3440.7999999999997,46,111.0
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,48,62.55,3002.44,26.88,6,5.0,28.4,3.6,82.6,1,1,1,0,0,0,1,1,101.40714285714286,33.37015795411809,36.70538461538462,High,4,1,1,0,1,0,1,0,1,0,0,Mature (2-4y),101.40714285714286,1.3714285714285714,85.784,0,1,1.0,0.14285714285714285,0,1,109.3,3,Medium Risk,3615.8999999999996,136,172.8
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,16,75.19,1203.02,32.44,6,6.0,35.0,4.0,58.7,1,1,1,0,0,0,1,1,92.11666666666667,11.295728591865933,39.37727272727272,High,3,1,1,0,1,0,0,1,0,0,0,Growing (6-12m),92.11666666666667,1.3333333333333333,100.25166666666667,0,0,1.0,0.5,0,1,107.5,3,Medium Risk,1076.35,33,64.0
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,16,62.04,992.69,28.19,6,1.0,21.0,4.0,58.4,0,1,1,0,1,1,0,1,43.24545454545454,9.598466505246167,-9.27456896551724,Medium,1,1,0,0,0,1,0,0,0,0,0,Growing (6-12m),43.24545454545454,1.4545454545454546,90.24454545454546,0,0,1.0,0.09090909090909091,0,0,127.0,0,Low Risk,495.5,10,64.0
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,21,64.95,1364.05,29.29,6,0.0,0.0,5.0,82.0,0,1,1,0,1,1,1,0,68.62464788732395,70.39950874151134,-7.178991596638653,Medium,3,1,1,0,0,1,0,1,0,0,1,Veteran (4y+),68.62464788732395,0.29577464788732394,19.211971830985913,0,0,1.0,0.0,0,0,150.0,0,Low Risk,4844.0,210,105.0
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,8,56.88,455.07,25.38,5,2.0,41.0,4.5,52.5,0,1,0,0,1,1,0,1,23.23611111111111,20.146917148362235,-41.9051724137931,Low,0,0,0,0,0,1,0,0,0,0,0,Established (1-2y),23.23611111111111,0.4444444444444444,25.281666666666666,1,0,0.8333333333333334,0.1111111111111111,0,0,119.5,2,Medium Risk,352.75,0,36.0
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,39,59.87,2334.81,29.1,6,0.0,0.0,5.0,90.9,0,1,1,0,0,0,1,0,75.96015625,60.874655647382916,5.952083333333334,High,5,1,1,1,0,1,0,1,0,0,1,Veteran (4y+),75.96015625,0.609375,36.48140625,0,1,1.0,0.0,0,0,150.0,0,Low Risk,5030.549999999999,315,195.0
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,41,59.4,2435.21,26.27,6,0.0,0.0,5.0,78.2,0,1,1,0,1,0,1,0,70.10357142857143,12.878231203254165,16.129357798165145,High,4,1,1,1,1,0,1,0,1,0,0,Established (1-2y),70.10357142857143,2.9285714285714284,173.94357142857143,0,1,1.0,0.0,0,0,150.0,2,Medium Risk,990.6,52,205.0
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,35,60.43,2114.99,24.83,6,3.0,26.67,3.0,76.6,0,1,1,0,0,0,1,1,78.134,46.22766536504555,11.50151515151515,High,1,0,1,0,1,0,1,0,1,0,1,Veteran (4y+),78.134,0.7,42.2998,0,1,1.0,0.06,0,0,109.16499999999999,3,Medium Risk,4140.5,49,105.0
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,6,66.23,397.37,25.0,5,0.0,0.0,5.0,49.2,0,1,1,0,0,0,0,0,32.333333333333336,1.9691433211530653,-7.9563025210084035,Medium,1,1,0,0,1,0,0,0,0,1,0,New (0-6m),32.333333333333336,2.0,132.45666666666668,1,0,0.8333333333333334,0.0,0,0,150.0,2,Medium Risk,98.5,2,30.0
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,13,66.71,867.26,25.31,6,6.0,27.17,3.5,52.4,1,1,1,0,0,0,1,1,48.050000000000004,1.7871311678651127,23.443697478991602,High,1,0,1,0,1,0,1,0,1,1,0,New (0-6m),48.050000000000004,4.333333333333333,289.08666666666664,0,0,1.0,2.0,0,1,106.41499999999999,3,Medium Risk,161.3,2,45.5
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,40,65.36,2614.33,21.7,6,0.0,0.0,5.0,88.4,0,1,1,0,0,0,1,0,79.5811320754717,52.88114343029087,12.558750000000003,High,4,1,1,1,0,1,0,1,0,0,1,Veteran (4y+),79.5811320754717,0.7547169811320755,49.32698113207547,0,1,1.0,0.0,0,0,150.0,0,Low Risk,4147.0,208,200.0
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,33,66.53,2195.33,29.03,6,0.0,0.0,5.0,89.0,0,1,1,0,1,1,1,0,60.77285714285715,66.30455112219451,-6.673157894736832,Medium,3,1,0,1,0,1,0,1,0,0,1,Veteran (4y+),60.77285714285715,0.4714285714285714,31.361857142857144,0,0,1.0,0.0,0,0,150.0,0,Low Risk,4426.35,207,165.0
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,42,66.9,2809.7,25.45,6,3.0,42.0,3.0,79.1,0,1,1,1,0,0,1,1,87.24431818181819,42.529913582982495,19.087692307692308,High,2,1,1,0,1,0,1,0,1,0,1,Mature (2-4y),87.24431818181819,0.9545454545454546,63.85681818181818,0,1,1.0,0.06818181818181818,0,0,101.5,3,Medium Risk,3880.75,86,126.0
